Material type,Material number,Material description,Serial number,Storage location,Movement type,Material document number,Posting date,Quantity,UOM,Amount,Cost object,User Name
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58CLG3QC,OSR,311,4900114373,3/30/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58CLG3QC,7SR,311,4900114373,3/30/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58CLG3QC,7SR,201,4900114803,4/3/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58D4G3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58D4G3QC,OSR,311,4900114205,3/26/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58D4G3QC,7SR,311,4900114205,3/26/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58D4G3QC,7SR,201,4900114303,3/27/15,1,EA,"2,055.54",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58ETG3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58ETG3QC,OSR,311,4900114015,3/24/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58ETG3QC,7SR,311,4900114015,3/24/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58ETG3QC,7SR,201,4900114099,3/25/15,1,EA,"2,055.54",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58W2G3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58W2G3QC,OSR,311,4900114205,3/26/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58W2G3QC,7SR,311,4900114205,3/26/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P58W2G3QC,7SR,201,4900114303,3/27/15,1,EA,"2,055.54",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P590JG3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P590JG3QC,OSR,311,4900114373,3/30/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P590JG3QC,7SR,311,4900114373,3/30/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P590JG3QC,7SR,201,4900114803,4/3/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P6375G3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P6375G3QC,OSR,311,4900113606,3/18/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P6375G3QC,7SR,311,4900113606,3/18/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P6375G3QC,7SR,201,4900114907,4/6/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P637DG3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P637DG3QC,OSR,311,4900113696,3/19/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P637DG3QC,7SR,311,4900113696,3/19/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P637DG3QC,7SR,201,4900113951,3/23/15,1,EA,"2,055.54",1550161,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63DXG3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63DXG3QC,OSR,311,4900113696,3/19/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63DXG3QC,7SR,311,4900113696,3/19/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63DXG3QC,7SR,201,4900114803,4/3/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63E6G3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63E6G3QC,OSR,311,4900114015,3/24/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63E6G3QC,7SR,311,4900114015,3/24/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63E6G3QC,7SR,201,4900114099,3/25/15,1,EA,"2,055.54",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63F1G3QC,OSR,101,5000150393,2/11/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63F1G3QC,OSR,311,4900113606,3/18/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63F1G3QC,7SR,311,4900113606,3/18/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P63F1G3QC,7SR,201,4900114803,4/3/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HGG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HGG3QP,OSR,311,4900114701,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HGG3QP,7SR,311,4900114701,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HGG3QP,7SR,201,4900114742,4/2/15,1,EA,"2,445.66",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HLG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HLG3QP,OSR,311,4900114701,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HLG3QP,7SR,311,4900114701,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HLG3QP,7SR,201,4900114745,4/2/15,1,EA,"2,445.66",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HMG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HMG3QP,OSR,311,4900115445,4/13/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HMG3QP,7SR,311,4900115445,4/13/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HMG3QP,7SR,201,4900115492,4/13/15,1,EA,"2,445.66",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HPG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HPG3QP,OSR,311,4900114614,4/1/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HPG3QP,7SR,311,4900114614,4/1/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HPG3QP,7SR,201,4900114661,4/1/15,1,EA,"2,617.38",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HSG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HSG3QP,OSR,311,4900114720,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HSG3QP,7SR,311,4900114720,4/2/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HSG3QP,7SR,201,4900114743,4/2/15,1,EA,"2,445.66",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HUG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HUG3QP,OSR,311,4900115264,4/9/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HUG3QP,7SR,311,4900115264,4/9/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90HUG3QP,7SR,201,4900115300,4/9/15,1,EA,"2,445.66",1550161,KGYALTSO
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90MXG3QP,OSR,101,5000152257,3/2/15,1,EA,"2,609.28",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90MXG3QP,OSR,311,4900114485,3/31/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90MXG3QP,7SR,311,4900114485,3/31/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02P90MXG3QP,7SR,201,4900114568,3/31/15,1,EA,"2,617.38",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MEG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MEG3QC,OSR,311,4900115125,4/8/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MEG3QC,7SR,311,4900115125,4/8/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MEG3QC,7SR,201,4900115636,4/14/15,1,EA,"2,058.20",1550161,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MVG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MVG3QC,OSR,311,4900115656,4/15/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MVG3QC,7SR,311,4900115656,4/15/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92MVG3QC,7SR,201,4900115857,4/17/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92NSG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92NSG3QC,OSR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92NSG3QC,7SR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92NSG3QC,7SR,201,4900115029,4/7/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92SDG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92SDG3QC,OSR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92SDG3QC,7SR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P92SDG3QC,7SR,201,4900117554,5/13/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93K9G3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93K9G3QC,OSR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93K9G3QC,7SR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93K9G3QC,7SR,201,4900115029,4/7/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93L9G3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93L9G3QC,OSR,311,4900115940,4/21/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93L9G3QC,7SR,311,4900115940,4/21/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93L9G3QC,7SR,201,4900116540,4/29/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93MWG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93MWG3QC,OSR,311,4900115656,4/15/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93MWG3QC,7SR,311,4900115656,4/15/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93MWG3QC,7SR,201,4900117073,5/6/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93RCG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93RCG3QC,OSR,311,4900115125,4/8/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93RCG3QC,7SR,311,4900115125,4/8/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93RCG3QC,7SR,201,4900115636,4/14/15,1,EA,"2,058.20",1550161,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93UXG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93UXG3QC,OSR,311,4900115940,4/21/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93UXG3QC,7SR,311,4900115940,4/21/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93UXG3QC,7SR,201,4900117073,5/6/15,1,EA,"2,058.20",1550161,ARIVERA
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93VJG3QC,OSR,101,5000152259,3/2/15,1,EA,"2,052.48",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93VJG3QC,OSR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93VJG3QC,7SR,311,4900114883,4/6/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02P93VJG3QC,7SR,201,4900117900,5/18/15,1,EA,"2,058.20",1550161,ERIKJOHN
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02PD23MF2GC,OSR,101,5000157690,4/23/15,1,EA,899,,BILLG
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02PD23MF2GC,OSR,311,4900117726,5/15/15,1,EA,0,,BILLG
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02PD23MF2GC,7SR,311,4900117726,5/15/15,1,EA,0,,BILLG
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02PD23MF2GC,7SR,201,4900117817,5/15/15,1,EA,899,7710002,KGYALTSO
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02PD3NZFVH8,OSR,101,5000154000,3/18/15,1,EA,"2,152.32",,BILLG
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02PD3NZFVH8,OSR,311,4900114229,3/26/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02PD3NZFVH8,7SR,311,4900114229,3/26/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02PD3NZFVH8,7SR,201,4900114271,3/26/15,1,EA,"2,152.32",1550161,ARIVERA
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,OSR,101,5000155624,4/2/15,1,EA,"2,323.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,OSR,311,4900118915,6/2/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,7SR,311,4900118915,6/2/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,7SR,201,4900119014,6/2/15,1,EA,"2,384.33",1550161,ERIKJOHN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,7SR,202,4900119174,6/2/15,1,EA,"2,384.33",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,7SR,311,4900119175,6/4/15,1,EA,0,,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,OSR,311,4900119175,6/4/15,1,EA,0,,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG054G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG054G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG054G3QN,OSR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG054G3QN,7SR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG054G3QN,7SR,201,4900120524,6/23/15,1,EA,"2,384.33",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0F7G3QN,OSR,101,5000155624,4/2/15,1,EA,"2,323.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0F7G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0F7G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0F7G3QN,OSR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0F7G3QN,7SR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0F7G3QN,7SR,201,4900120524,6/23/15,1,EA,"2,384.32",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0KNG3QN,OSR,101,5000155624,4/2/15,1,EA,"2,323.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0KNG3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KNG3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KNG3QN,OSR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KNG3QN,7SR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KNG3QN,7SR,201,4900120524,6/23/15,1,EA,"2,384.32",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0KYG3QN,OSR,101,5000155624,4/2/15,1,EA,"2,323.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0KYG3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KYG3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KYG3QN,OSR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KYG3QN,7SR,311,4900120454,6/23/15,1,EA,0,,BILLG
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0KYG3QN,7SR,201,4900120524,6/23/15,1,EA,"2,384.32",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0L2G3QN,OSR,101,5000155624,4/2/15,1,EA,"2,323.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02PG0L2G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0L2G3QN,OSR,309,4900120049,6/16/15,1,EA,"2,384.33",,MHUARD
ZIT,TEMPMBPRO15DR22GHZ,"Laptop, MacBook Pro 15"" DR-DEFLAG 100515",SC02PG0L2G3QN,OSR,311,4900120454,6/23/15,1,EA,0,,BILLG
