"name","assigned_to","u_casper_id","manufacturer","serial_number","depot","location","u_mac_address","u_filemaker_id","sys_updated_on","disk_space"
"wm832-4c8","","1733","Apple","C02H60F5DJY9","Chicago","","","277462","2016-01-11 10:12:06",""
"gm1e1-4f5","","1827","Apple","D25G91S1DHJW","Chicago","","","277684","2016-01-11 10:12:06",""
"wm9e5-765","","3733","Apple","C02QD4B0FVH8","Chicago","","","277954","2016-01-11 10:12:06",""
"gm1ca-843","","1963","Apple","C02GF31UDRJL","Chicago","","","278064","2016-01-11 10:12:07",""
"wm634-322","","3365","Apple","C02P32SRG5RP","Chicago","","","277676","2016-01-11 10:12:07",""
"wme70-44a","","2637","Apple","C02M42G0F6T6","Chicago","","","279536","2016-01-11 10:12:07",""
"rm31d-bb8","","2536","Apple","C02HP0M8DV7P","Chicago","","","279494","2016-01-11 10:12:07",""
"wm214-e42","","2274","Apple","C02LD6TXF6T6","Chicago","","","278760","2016-01-11 10:12:07",""
"gm3ab-c65","","2232","Apple","C02FV17VDF8Y","Chicago","","","277414","2016-01-11 10:12:07",""
"wm61a-14e","","2190","Apple","C02L49EEF6T6","Chicago","","","278662","2016-01-11 10:12:07",""
"wm8cc-626","","2814","Apple","C02M3531F6T6","Chicago","","","278562","2016-01-11 10:12:07",""
"wmb1f-571","","3772","Apple","C02QK3H8FVH8","Chicago","","","279276","2016-01-11 10:12:07",""
"BM310-AB6","","1674","Apple","C02HQ18ZDV7N","Chicago","","","277210","2016-01-11 10:12:07",""
"wmaa0-a5e","","2439","Apple","C02LQ32EF6T6","Chicago","","","279124","2016-01-11 10:12:08",""
"wm984-a30","","2401","Apple","C02LM4WJF6T6","Chicago","","","278686","2016-01-11 10:12:08",""
"wmc01-20d","","3782","Apple","C02MV822F6T6","Chicago","","","277878","2016-01-11 10:12:08",""
"wm8a6-cf4","","2757","Apple","C02M91SJF6T6","Chicago","","","279568","2016-01-11 10:12:08",""
"WM213-B84","","2270","Apple","C02LD6TWF6T6","Chicago","","","278754","2016-01-11 10:12:08",""
"wmb60-d67","","3428","Apple","C02MM993F6T6","Chicago","","","279436","2016-01-11 10:12:08",""
"wm0e2-2b6","","3443","Apple","C02N77ZUG5RP","Chicago","","","279412","2016-01-11 10:12:08",""
"wm653-c70","","2128","Apple","C02L469EF6T6","Chicago","","","278656","2016-01-11 10:12:08",""
"wmc01-21b","","3307","Apple","C02MV826F6T6","Chicago","","","277140","2016-01-11 10:12:08",""
"wm1fe-84a","","2542","Apple","C02LD6V8F6T6","Chicago","","","278454","2016-01-11 10:12:08",""
"wm651-b22","","2161","Apple","C02L431CF6T6","Chicago","","","278162","2016-01-11 10:12:08",""
"wma96-f3a","","2410","Apple","C02LQ7A8F6T6","Chicago","","","278980","2016-01-11 10:12:08",""
"lm671-414","","3635","Apple","C02L492LF6T6","Chicago","","","278730","2016-01-11 10:12:08",""
"wmaa1-842","","2418","Apple","C02LQ32FF6T6","Chicago","","","279004","2016-01-11 10:12:09",""
"wma98-658","","2458","Apple","C02LQ7ABF6T6","Chicago","","","279228","2016-01-11 10:12:09",""
"wm98c-4f0","","2408","Apple","C02LM5PSF6T6","Chicago","","","278972","2016-01-11 10:12:09",""
"wm15f-df8","","2257","Apple","C02L86T9F6T6","Chicago","","","278708","2016-01-11 10:12:09",""
"wma96-edc","","2442","Apple","C02LQ6YDF6T6","Chicago","","","277938","2016-01-11 10:12:09",""
"wm652-37c","","2157","Apple","C02L42QJF6T6","Chicago","","","278392","2016-01-11 10:12:09",""
"wm8af-84c","","2748","Apple","C02MC3HLF6T6","Chicago","","","277240","2016-01-11 10:12:09",""
"wm5ca-89c","","2106","Apple","C02L23ZWF6T6","Chicago","","","278380","2016-01-11 10:12:09",""
"wm080-222","","2742","Apple","C02M352XF6T6","Chicago","","","277906","2016-01-11 10:12:09",""
"wm910-ff4","","2464","Apple","C02LV2FEF6T6","Chicago","","","279292","2016-01-11 10:12:09",""
"wm915-206","","2987","Apple","C02MD28JF6T6","Chicago","","","277272","2016-01-11 10:12:09",""
"wma98-d02","","2462","Apple","C02LQ7ALF6T6","Chicago","","","277606","2016-01-11 10:12:09",""
"wm60b-d32","","2130","Apple","C02L2CEVF6T6","Chicago","","","278080","2016-01-11 10:12:09",""
"wm56c-e84","","2086","Apple","C02KX63ZF6T6","Chicago","","","278446","2016-01-11 10:12:10",""
"wma98-292","","2463","Apple","C02LQ6XVF6T6","Chicago","","","279284","2016-01-11 10:12:10",""
"wm689-a18","","3382","Apple","C02P32SHG5RP","Chicago","","","278372","2016-01-11 10:12:10",""
"wm8af-05a","","2836","Apple","C02MC3GYF6T6","Chicago","","","277784","2016-01-11 10:12:10",""
"wm910-fd6","","2445","Apple","C02LV2FBF6T6","Chicago","","","279140","2016-01-11 10:12:10",""
"wmf24-6ce","","3552","Apple","C02M91PJF6T6","Chicago","","","277976","2016-01-11 10:12:10",""
"wm7ff-b7a","","3313","Apple","C02P94N2G5RP","Chicago","","","279428","2016-01-11 10:12:10",""
"wm5c7-424","","2112","Apple","C02L24E9F6T6","Chicago","","","278600","2016-01-11 10:12:10",""
"wm9e3-9ba","","2480","Apple","C02M352ZF6T6","Chicago","","","279052","2016-01-11 10:12:10",""
"wm945-844","","2979","Apple","C02MD27UF6T6","Chicago","","","277202","2016-01-11 10:12:10",""
"wm911-1aa","","2379","Apple","C02LV2L9F6T6","Chicago","","","278934","2016-01-11 10:12:10",""
"wm9e3-990","","2478","Apple","C02M352UF6T6","Chicago","","","279356","2016-01-11 10:12:10",""
"wm90f-b9c","","3214","Apple","C02LV2FCF6T6","Chicago","","","278648","2016-01-11 10:12:10",""
"lmc01-225","","3871","Apple","C02MV81YF6T6","Chicago","","","277720","2016-01-11 10:12:11",""
"wme6c-ee8","","3212","Apple","C02M42G3F6T6","Chicago","","","278072","2016-01-11 10:12:11",""
"wmc01-207","","2994","Apple","C02MV824F6T6","Chicago","","","277264","2016-01-11 10:12:11",""
"wm98c-284","","2366","Apple","C02LM5AUF6T6","Chicago","","","278386","2016-01-11 10:12:11",""
"wm631-7e2","","3454","Apple","C02P32SWG5RP","Chicago","","","279592","2016-01-11 10:12:11",""
"wm1df-6ba","","3206","Apple","C02NF5KSG5RP","Chicago","","","278050","2016-01-11 10:12:11",""
"wmbf9-37a","","3280","Apple","C02NQ12RG5RP","Chicago","","","279316","2016-01-11 10:12:11",""
"wmbf8-0d8","","3319","Apple","C02NQ130G5RP","Chicago","","","279552","2016-01-11 10:12:11",""
"wm20d-6fc","","2223","Apple","C02LD21TF6T6","Chicago","","","278702","2016-01-11 10:12:11",""
"wm9e7-2b4","","2523","Apple","C02M3530F6T6","Chicago","","","277552","2016-01-11 10:12:11",""
"wm688-8ca","","3415","Apple","C02P32SXG5RP","Chicago","","","277660","2016-01-11 10:12:11",""
"wm0e0-bde","","3742","Apple","C02N7809G5RP","Chicago","","","278154","2016-01-11 10:12:11",""
"wma9e-922","","2486","Apple","C02LQ32BF6T6","Chicago","","","279396","2016-01-11 10:12:11",""
"wm9e6-d02","","2467","Apple","C02M3532F6T6","Chicago","","","279308","2016-01-11 10:12:12",""
"wmbe7-b7a","","3317","Apple","C02NQ19EG5RP","Chicago","","","278284","2016-01-11 10:12:12",""
"wm99f-a94","","2346","Apple","C02LM5Q8F6T6","Chicago","","","278894","2016-01-11 10:12:12",""
"WM66F-AE6","","2191","Apple","C02L492PF6T6","Chicago","","","278594","2016-01-11 10:12:12",""
"wmb60-c75","","3009","Apple","C02MM98WF6T6","Chicago","","","277178","2016-01-11 10:12:12",""
"wm9e6-3a1","","2470","Apple","C02M352VF6T6","Chicago","","","278738","2016-01-11 10:12:12",""
"WM61A-D92","","3811","Apple","C02L4AGHF6T6","Chicago","","","278640","2016-01-11 10:12:12",""
"wmc05-601","","2995","Apple","C02MV827F6T6","Chicago","","","277256","2016-01-11 10:12:12",""
"wm8ac-49c","","2696","Apple","C02MC3LQF6T6","Chicago","","","277544","2016-01-11 10:12:12",""
"wm97b-3e6","","2835","Apple","C02MD2X1F6T6","Chicago","","","277776","2016-01-11 10:12:12",""
"wmbe8-2b0","","3301","Apple","C02NQ19KG5RP","Chicago","","","277148","2016-01-11 10:12:12",""
"wm1d6-95e","","3416","Apple","C02NF5KNG5RP","Chicago","","","278808","2016-01-11 10:12:12",""
"gm0a7-169","","3257","Apple","D25NX06QF8J9","Chicago","","","279380","2016-01-11 10:12:13",""
"wm1df-02a","","3195","Apple","C02NF5KGG5RP","Chicago","","","279212","2016-01-11 10:12:13",""
"wmb61-647","","2875","Apple","C02MM995F6T6","Chicago","","","277378","2016-01-11 10:12:13",""
"wm911-9ec","","2469","Apple","C02LV2FGF6T6","Chicago","","","279300","2016-01-11 10:12:13",""
"WM60E-226","","2185","Apple","C02L4A1AF6T6","Chicago","","","277484","2016-01-11 10:12:13",""
"wm910-fee","","2437","Apple","C02LV2FFF6T6","Chicago","","","279132","2016-01-11 10:12:13",""
"wm979-ca4","","2749","Apple","C02MD2WXF6T6","Chicago","","","279584","2016-01-11 10:12:13",""
"wm910-d9c","","3288","Apple","C02LV2FHF6T6","Chicago","","","278816","2016-01-11 10:12:13",""
"wm60b-cda","","2146","Apple","C02L2CEXF6T6","Chicago","","","277752","2016-01-11 10:12:13",""
"wm60b-cd2","","2132","Apple","C02L2CEYF6T6","Chicago","","","278532","2016-01-11 10:12:13",""
"gme21-c3c","","3797","Apple","C02Q40EJF8J9","Chicago","","","277368","2016-01-11 10:12:14",""
"gme23-985","","3799","Apple","C02Q40EKF8J9","Chicago","","","279452","2016-01-11 10:12:14",""
"gma9b-8b8","","2980","Apple","D25N30KEF8J9","Chicago","","","277194","2016-01-11 10:12:14",""
"gm26c-d65","","3420","Apple","D25PM0CHF8J9","Chicago","","","278138","2016-01-11 10:12:14",""
"gmcf7-545","","3232","Apple","D25NN0DCF8J9","Chicago","","","278524","2016-01-11 10:12:14",""
"gm350-d09","","3329","Apple","D25PD051F8J9","Chicago","","","277430","2016-01-11 10:12:14",""
"wm0ec-9a7","","3648","Apple","C02Q202FG8WL","Chicago","","","279188","2016-01-11 10:12:14",""
"gm2ea-1e3","","3316","Apple","D25P503KF8J9","Chicago","","","277280","2016-01-11 10:12:14",""
"gm350-e37","","3724","Apple","D25PD03MF8J9","Chicago","","","277164","2016-01-11 10:12:14",""
"CMCF7-505","","3197","Apple","D25NN0DJF8J9","Chicago","","","277946","2016-01-11 10:12:14",""
"wm07f-8a3","","3539","Apple","C02PX32SG8WM","Chicago","","","278848","2016-01-11 10:12:15",""
"wmdba-d93","","3697","Apple","C02PN116G8WN","Chicago","","","277498","2016-01-11 10:12:15",""
"wm946-ba1","","3813","Apple","C02Q907LG8WL","Chicago","","","278004","2016-01-11 10:12:15",""
"wm0ea-06b","","3663","Apple","C02Q202CG8WL","Chicago","","","277574","2016-01-11 10:12:15",""
"wmecc-475","","3808","Apple","C02PR225G8WL","Chicago","","","277506","2016-01-11 10:12:15",""
"wm074-e41","","3604","Apple","C02PW22JG8WL","Chicago","","","279116","2016-01-11 10:12:15",""
"WM826-F93","","3676","Apple","C02Q63ZQG8WM","Chicago","","","279060","2016-01-11 10:12:15",""
"wm81f-a51","","3755","Apple","C02Q63ZPG8WM","Chicago","","","279156","2016-01-11 10:12:15",""
"wmdd4-79b","","3482","Apple","C02PN1B5G8WN","Chicago","","","278308","2016-01-11 10:12:15",""
"wm9f1-bcf","","3800","Apple","C02QF00NG8WM","Chicago","","","279462","2016-01-11 10:12:15",""
"WMF3F-145","","3521","Apple","C02PW132G8WM","Chicago","","","277386","2016-01-11 10:12:16",""
"wm073-b03","","3597","Apple","C02PX37YG8WM","Chicago","","","279020","2016-01-11 10:12:16",""
"wm80b-169","","3698","Apple","C02Q70KLG8WL","Chicago","","","278220","2016-01-11 10:12:16",""
"wmea4-f83","","3561","Apple","C02PX2Y9G8WM","Chicago","","","278484","2016-01-11 10:12:16",""
"wmdd6-561","","3695","Apple","C02PN12UG8WN","Chicago","","","278348","2016-01-11 10:12:16",""
"wm073-109","","3603","Apple","C02PW22HG8WL","Chicago","","","279108","2016-01-11 10:12:16",""
"wm09e-13f","","3649","Apple","C02Q202JG8WL","Chicago","","","279196","2016-01-11 10:12:16",""
"wmd85-d7d","","3690","Apple","C02PN3MFG8WN","Chicago","","","277630","2016-01-11 10:12:16",""
"wm0e0-f05","","3841","Apple","C02Q144RG8WM","Chicago","","","277156","2016-01-11 10:12:16",""
"wm074-19f","","3602","Apple","C02PW22EG8WL","Chicago","","","279100","2016-01-11 10:12:16",""
"wmce6-e31","","1813","Apple","C02J88RDDKQ5","Chicago","","","277646","2016-01-11 10:12:17",""
"wmecc-205","","3764","Apple","C02PR226G8WL","Chicago","","","277328","2016-01-11 10:12:17",""
"WM800-E97","","3704","Apple","C02Q70Q6G8WL","Chicago","","","278340","2016-01-11 10:12:17",""
"ltkmba","","3209","Apple","C02NW0CSG5RL","Chicago","","","277360","2016-01-11 10:12:17",""
"wm0ec-995","","3658","Apple","C02Q202EG8WL","Chicago","","","277622","2016-01-11 10:12:17",""
"wm0eb-41b","","3601","Apple","C02Q208ZG8WM","Chicago","","","277808","2016-01-11 10:12:17",""
"wm47a-20b","","1722","Apple","C02J6A34DKQ5","Chicago","","","277400","2016-01-11 10:12:17",""
"wm7a6-fc5","","3728","Apple","C02Q50XFG8WL","Chicago","","","279164","2016-01-11 10:12:17",""
"wm7a6-fc7","","3762","Apple","C02Q50XEG8WL","Chicago","","","279172","2016-01-11 10:12:17",""
"wmee0-551","","3763","Apple","C02PR22AG8WL","Chicago","","","279372","2016-01-11 10:12:17",""
"wme1d-445","","1930","Apple","C02JW0N7DKQ5","Chicago","","","277886","2016-01-11 10:12:18",""
"wmce6-9f1","","2794","Apple","C02J88ESDKQ5","Chicago","","","277962","2016-01-11 10:12:18",""
"WM16A-663","","2082","Apple","C02KF17ZFFT3","Chicago","","","278462","2016-01-11 10:12:18",""
"wm1b0-a05","","2092","Apple","C02KM12UFFT3","Chicago","","","278556","2016-01-11 10:12:18",""
"wm184-129","","2307","Apple","C02LF00SFFT3","Chicago","","","278168","2016-01-11 10:12:18",""
"wme14-5ad","","1962","Apple","C02K21Y6DKQ4","Chicago","","","278058","2016-01-11 10:12:18",""
"wm147-357","","1992","Apple","C02KC1P8FFT3","Chicago","","","277320","2016-01-11 10:12:18",""
"wm19d-4a1","","1719","Apple","C02J6A2ZDKQ5","Chicago","","","277394","2016-01-11 10:12:18",""
"wmce6-9fb","","2739","Apple","C02J88RCDKQ5","Chicago","","","278198","2016-01-11 10:12:18",""
"wm184-15f","","2296","Apple","C02LF00UFFT3","Chicago","","","278026","2016-01-11 10:12:18",""
"wmcf0-08b","","1867","Apple","C02JC2VLDKQ5","Chicago","","","277852","2016-01-11 10:12:18",""
"wm163-585","","2229","Apple","C02L80SHFFT3","Chicago","","","278716","2016-01-11 10:12:19",""
"wmce6-9f9","","1848","Apple","C02J88UADKQ5","Chicago","","","277838","2016-01-11 10:12:19",""
"wmce6-12d","","1780","Apple","C02J88EJDKQ5","Chicago","","","277438","2016-01-11 10:12:19",""
"wmcde-2e1","","1745","Apple","C02J86SEDKQ5","Chicago","","","277522","2016-01-11 10:12:19",""
"wm161-7e3","","2236","Apple","C02L80SFFFT3","Chicago","","","278722","2016-01-11 10:12:19",""
"wmce6-9ef","","3342","Apple","C02J88ERDKQ5","Chicago","","","278292","2016-01-11 10:12:19",""
"wm147-367","","2030","Apple","C02KC1P9FFT3","Chicago","","","278324","2016-01-11 10:12:19",""
"wm12e-317","","1991","Apple","C02K70MSFFT3","Chicago","","","278148","2016-01-11 10:12:19",""
"wm478-e37","","3680","Apple","C02J67SJDKQ5","Chicago","","","279340","2016-01-11 10:12:19",""
"wmce6-12f","","3187","Apple","C02J88ELDKQ5","Chicago","","","277870","2016-01-11 10:12:19",""
"wm49c-60f","","1820","Apple","C02J88REDKQ5","Chicago","","","277652","2016-01-11 10:12:20",""
"wm47b-1df","","1736","Apple","C02J6A33DKQ5","Chicago","","","277470","2016-01-11 10:12:20",""
"wm207-4ab","","2114","Apple","C02L21GHFFT3","Chicago","","","278608","2016-01-11 10:12:20",""
"wm251-d0c","","3037","Apple","C02NC25GG3QT","Chicago","","","279962","2016-01-11 10:13:01",""
"wmcf7-ae6","","2881","Apple","C02MC28TFD59","Chicago","","","279954","2016-01-11 10:13:01",""
"wm6e9-1ba","","3643","Apple","C1MPX16CG944","Chicago","","","280018","2016-01-11 10:13:01",""
"wmc1b-fa8","","3238","Apple","C02NW1LAG3QT","Chicago","","","279994","2016-01-11 10:13:01",""
"wmc79-b70","","3295","Apple","C02P50TPG3QT","Chicago","","","279656","2016-01-11 10:13:01",""
"wm85b-082","","3517","Apple","C1MPD535G944","Chicago","","","279922","2016-01-11 10:13:01",""
"wm841-469","","3518","Apple","C1MPH7NNG944","Chicago","","","279930","2016-01-11 10:13:01",""
"wmdd2-fde","","3015","Apple","C02MW1JWFD58","Chicago","","","279898","2016-01-11 10:13:01",""
"wmba9-f44","","3262","Apple","C02NP6GPG3QC","Chicago","","","280082","2016-01-11 10:13:02",""
"wmc94-e2c","","3030","Apple","C02ML1YBFD59","Chicago","","","280010","2016-01-11 10:13:02",""
"wmd1c-b2e","","2789","Apple","C02MC1VTFD58","Chicago","","","279720","2016-01-11 10:13:02",""
"wmb8e-182","","2837","Apple","C02MF2DFFD58","Chicago","","","279874","2016-01-11 10:13:02",""
"wmd1c-ae2","","2791","Apple","C02MC1VSFD58","Chicago","","","279664","2016-01-11 10:13:02",""
"wmca1-f2e","","2886","Apple","C02MM2ANFD58","Chicago","","","280108","2016-01-11 10:13:02",""
"wmb8f-61a","","2810","Apple","C02MF2ERFD58","Chicago","","","279792","2016-01-11 10:13:02",""
"wmd2a-30e","","2786","Apple","C02MC22HFD58","Chicago","","","279712","2016-01-11 10:13:02",""
"wmb8e-77a","","2817","Apple","C02MF2ELFD58","Chicago","","","279840","2016-01-11 10:13:02",""
"wm8b6-23c","","3224","Apple","C02NFE6YG3QC","Chicago","","","279890","2016-01-11 10:13:02",""
"WMD08-8D0","","3392","Apple","C02P92NSG3QC","Chicago","","","279760","2016-01-11 10:13:02",""
"wmb81-0aa","","2809","Apple","C02MF2F1FD58","Chicago","","","279808","2016-01-11 10:13:02",""
"WM494-872","","2808","Apple","C02LT01NFD58","Chicago","","","279816","2016-01-11 10:13:02",""
"wm1b9-540","","3310","Apple","C02N82TDG3QC","Chicago","","","279978","2016-01-11 10:13:03",""
"cm9cb-244","","2820","Apple","C1MMP10LDV30","Chicago","","","279824","2016-01-11 10:13:03",""
"wmdef-6b0","","3016","Apple","C02MW1JVFD58","Chicago","","","280042","2016-01-11 10:13:03",""
"gm11d-385","","3866","Apple","C02K71RMF1G3","Chicago","","","279986","2016-01-11 10:13:03",""
"wm8ae-fa8","","2788","Apple","C02MC3GXF6T6","Chicago","","","279688","2016-01-11 10:13:03",""
"gm0f3-ae3","","2833","Apple","D25GH1C0DHJW","Chicago","","","279864","2016-01-11 10:13:03",""
"wmb8e-be8","","2799","Apple","C02MF2EKFD58","Chicago","","","279696","2016-01-11 10:13:03",""
"wmaaa-1d7","","3753","Apple","C02QH2PRFVH8","Chicago","","","279672","2016-01-11 10:13:03",""
"wmcc4-1ed","","3377","Apple","C02PH3ZKFVH8","Chicago","","","279768","2016-01-11 10:13:03",""
"wmdef-6c8","","3017","Apple","C02MW1HYFD58","Chicago","","","280050","2016-01-11 10:13:03",""
"wmee4-307","","3699","Apple","C02PT26KFVH8","Chicago","","","279736","2016-01-11 10:13:03",""
"wmba8-8f2","","3278","Apple","C02NP6JRG3QC","Chicago","","","279648","2016-01-11 10:13:03",""
"gm9a1-b85","","2783","Apple","C07MM1ZNDY3H","Chicago","","","279632","2016-01-11 10:13:03",""
"wm1df-6b6","","3243","Apple","C02NF5KPG5RP","Chicago","","","280002","2016-01-11 10:13:04",""
"wm8af-04a","","2831","Apple","C02MC3GZF6T6","Chicago","","","279848","2016-01-11 10:13:04",""
"wmdad-cd7","","3165","Apple","C02N25LQG5RP","Chicago","","","279704","2016-01-11 10:13:04",""
"wmb60-c7f","","2888","Apple","C02MM992F6T6","Chicago","","","280074","2016-01-11 10:13:04",""
"wm688-b74","","3421","Apple","C02P32SQG5RP","Chicago","","","279744","2016-01-11 10:13:04",""
"wm8a7-6c4","","2779","Apple","C02M91SHF6T6","Chicago","","","279776","2016-01-11 10:13:04",""
"wm97b-552","","2816","Apple","C02MD2WTF6T6","Chicago","","","279832","2016-01-11 10:13:04",""
"wmc01-217","","3034","Apple","C02MV820F6T6","Chicago","","","280058","2016-01-11 10:13:04",""
"wmb61-653","","2889","Apple","C02MM98YF6T6","Chicago","","","280066","2016-01-11 10:13:04",""
"wm8a6-56a","","2804","Apple","C02M91VUF6T6","Chicago","","","279784","2016-01-11 10:13:04",""
"wm8af-85c","","2797","Apple","C02MC3HFF6T6","Chicago","","","279640","2016-01-11 10:13:04",""
"WME6C-53A","","2819","Apple","C02M42G1F6T6","Chicago","","","279800","2016-01-11 10:13:04",""
"gmbf5-185","","3025","Apple","D25N70JXF8J9","Chicago","","","279970","2016-01-11 10:13:04",""
"wmb6c-2fb","","3023","Apple","C02MQ6WXF6T6","Chicago","","","279906","2016-01-11 10:13:04",""
"wmf38-a01","","3520","Apple","C02PW100G8WM","Chicago","","","279938","2016-01-11 10:13:05",""
"gmc6a-2ec","","2834","Apple","D25ML0R3F8J9","Chicago","","","279882","2016-01-11 10:13:05",""
"bmb79-b90","","3006","Apple","C02N400NFPF4","Chicago","","","280098","2016-01-11 10:13:05",""
"gmd53-0b8","","2921","Apple","D25MT0P3F8J9","Chicago","","","279946","2016-01-11 10:13:05",""
"WM9DC-1C9","","3805","Apple","C02QD2F3G8WL","Chicago","","","279680","2016-01-11 10:13:05",""
"gm0a7-3b6","","3246","Apple","D25NX06TF8J9","Chicago","","","280090","2016-01-11 10:13:05",""
"Wm069-177","","3654","Apple","C02PW22NG8WL","Chicago","","","279752","2016-01-11 10:13:05",""
"wm1b0-c59","","2787","Apple","C02KM14GFFT3","Chicago","","","279728","2016-01-11 10:13:05",""
"wm0e9-683","","3600","Apple","C02Q13MYG8WM","Chicago","","","280026","2016-01-11 10:13:05",""
"wm9f4-341","","3880","Apple","C02QF00HG8WM","Chicago","","","280116","2016-01-11 10:13:05",""
"wmf40-395","","3516","Apple","C02PW131G8WM","Chicago","","","279914","2016-01-11 10:13:05",""
"gmd04-b26","","2910","Apple","D25MR10SF8J9","Chicago","","","280034","2016-01-11 10:13:05",""
"gma9d-87c","","2991","Apple","D25N30K4F8J9","Chicago","","","279856","2016-01-11 10:13:05",""
"gm0a4-83e","","3828","Apple","D25QP0H1GG7V","Chicago","","","280294","2016-01-11 10:14:35",""
"gm27f-bfc","","3881","Apple","D25QW12DGG7V","Chicago","","","280124","2016-01-11 10:14:35",""
"wm793-401","","3542","Apple","C1MPH8AHG944","Chicago","","","280320","2016-01-11 10:14:35",""
"WM8CF-070","","3756","Apple","C1MQ64Q3G944","Chicago","","","280994","2016-01-11 10:14:35",""
"wme09-b77","","3058","Apple","C02LH0Q4FFRR","Chicago","","","281194","2016-01-11 10:14:35",""
"wme18-ed2","","3073","Apple","C02MX1J6FD59","Chicago","","","281098","2016-01-11 10:14:36",""
"wmd1a-b9a","","2893","Apple","C02MC28VFD59","Chicago","","","280594","2016-01-11 10:14:36",""
"wm250-3cc","","3028","Apple","C02N93BWG3QR","Chicago","","","280190","2016-01-11 10:14:36",""
"wmdc3-6f6","","3026","Apple","C02MV082FT4P","Chicago","","","280410","2016-01-11 10:14:36",""
"wme2f-11a","","2944","Apple","C02N203NFH05","Chicago","","","280800","2016-01-11 10:14:36",""
"wm6d6-902","","3651","Apple","C1MPX153G944","Chicago","","","280506","2016-01-11 10:14:36",""
"wm795-96f","","3548","Apple","C1MPH7MHG944","Chicago","","","280328","2016-01-11 10:14:36",""
"wm252-3c6","","3029","Apple","C02N93A6G3QR","Chicago","","","280848","2016-01-11 10:14:36",""
"wm1be-472","","3109","Apple","C02N82S9G3QC","Chicago","","","280922","2016-01-11 10:14:36",""
"wme2f-196","","3063","Apple","C02N203MFH05","Chicago","","","280978","2016-01-11 10:14:36",""
"wmd9a-fb8","","2879","Apple","C02MT599FH01","Chicago","","","280262","2016-01-11 10:14:36",""
"wmbaa-020","","3325","Apple","C02NP6H2G3QC","Chicago","","","280986","2016-01-11 10:14:36",""
"wm1be-486","","3100","Apple","C02N82SMG3QC","Chicago","","","280938","2016-01-11 10:14:36",""
"wmd2b-da4","","3247","Apple","C02P22U4G3QT","Chicago","","","281106","2016-01-11 10:14:36",""
"wmc15-2d2","","2999","Apple","C02MJ2KYFD58","Chicago","","","280386","2016-01-11 10:14:36",""
"wmdcc-91a","","3053","Apple","C02MV0R4FT4P","Chicago","","","280888","2016-01-11 10:14:37",""
"wmd91-6c4","","2984","Apple","C02MR22HFD58","Chicago","","","280634","2016-01-11 10:14:37",""
"wm8b5-92c","","3168","Apple","C02NFE5PG3QC","Chicago","","","280198","2016-01-11 10:14:37",""
"wm1b9-52e","","3057","Apple","C02N82SCG3QC","Chicago","","","281154","2016-01-11 10:14:37",""
"wmdcc-92c","","3049","Apple","C02MV0AVFT4P","Chicago","","","280872","2016-01-11 10:14:37",""
"wmc9c-776","","3380","Apple","C02P63F1G3QC","Chicago","","","281028","2016-01-11 10:14:37",""
"MacBook Pro","","2989","Apple","C02ML1XUFD59","Chicago","","","280270","2016-01-11 10:14:37",""
"wmc93-4ac","","2988","Apple","C02ML1YAFD59","Chicago","","","280740","2016-01-11 10:14:37",""
"wmdc3-120","","2880","Apple","C02MV5NMFD56","Chicago","","","280378","2016-01-11 10:14:37",""
"wmdef-6d8","","3024","Apple","C02MW1JSFD58","Chicago","","","280840","2016-01-11 10:14:37",""
"wmd91-3a6","","2947","Apple","C02MR21YFD58","Chicago","","","280816","2016-01-11 10:14:37",""
"wm9cb-952","","3305","Apple","C02NJ1SKG3QP","Chicago","","","281146","2016-01-11 10:14:37",""
"wmde9-9e0","","3020","Apple","C02MW1JTFD58","Chicago","","","280426","2016-01-11 10:14:37",""
"wm8b1-f74","","3533","Apple","C02PG0F7G3QN","Chicago","","","280354","2016-01-11 10:14:37",""
"wma99-67a","","3068","Apple","C02M22SGFD58","Chicago","","","281090","2016-01-11 10:14:37",""
"wmdef-6b6","","3021","Apple","C02MW1HXFD58","Chicago","","","280792","2016-01-11 10:14:37",""
"wmd8e-c86","","2957","Apple","C02MR21WFD58","Chicago","","","280784","2016-01-11 10:14:38",""
"wmca1-f34","","2906","Apple","C02MM2A5FD58","Chicago","","","280724","2016-01-11 10:14:38",""
"wmdef-7f2","","3019","Apple","C02MW1HWFD58","Chicago","","","280418","2016-01-11 10:14:38",""
"wme18-1e4","","3082","Apple","C02MX1JEFD59","Chicago","","","280776","2016-01-11 10:14:38",""
"wme18-f78","","3103","Apple","C02MX1J5FD59","Chicago","","","281020","2016-01-11 10:14:38",""
"wmdef-d64","","3002","Apple","C02MW1JUFD58","Chicago","","","280214","2016-01-11 10:14:38",""
"wmcdf-382","","2974","Apple","C02MN087FD59","Chicago","","","280174","2016-01-11 10:14:38",""
"wmd1a-ba8","","2894","Apple","C02MC28MFD59","Chicago","","","280230","2016-01-11 10:14:38",""
"wmdce-906","","3052","Apple","C02MV0JQFT4P","Chicago","","","280474","2016-01-11 10:14:38",""
"wmcb8-c42","","3883","Apple","C02M80TEFD58","Chicago","","","280134","2016-01-11 10:14:38",""
"wmc93-8ba","","2909","Apple","C02ML1XTFD59","Chicago","","","280732","2016-01-11 10:14:38",""
"wm490-77e","","3013","Apple","C02LT02DFD58","Chicago","","","280434","2016-01-11 10:14:38",""
