sys_import_state,template_import_log,u_casper_id,u_computer_name,u_last_user,u_model,u_model_id,u_os_name,u_os_version,u_processor_count,u_processor_speed,u_serial_number,sys_updated_on,sys_transform_map
Inserted,,"2,523",wm9e7-2b4,lbarrett,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M3530F6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,533",bm282-3f3,chrisf,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.10.5,4,"3,100",D25JN029DHJW,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,535",wma98-daa,aleed,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M22T6FD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,536",rm31d-bb8,sfrazer,15-inch MacBook Pro (2011),"MacBookPro8,2",Mac OS X,10.9.5,4,"2,500",C02HP0M8DV7P,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,539",wmc14-162,tmgreen,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M635HFD59,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,542",wm1fe-84a,dtenen,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LD6V8F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,543",wmcb6-cb0,wmallard,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M80THFD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,550",GM1CA-C65,kmar,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25HN0Y7DHJW,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,571",wmcb6-cd0,jklim,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M80TKFD58,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,572",WM423-2d0,gtiao,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LP2SVFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,573",GM282-382,bihuali,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25JN024DHJW,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,586",wmcb7-a52,fstewart,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M80TDFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,590",gmbdb-770,chengz,"iMac Intel (27-inch, Late 2012)","iMac13,2",Mac OS X,10.9.5,4,"3,400",D25KF0WDDNMP,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,593",gmb0d-73a,kryukov,"iMac Intel (27-inch, Late 2012)","iMac13,2",Mac OS X,10.9.5,4,"3,400",D25KD5NGDNMP,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,609",RM281-5E6,rkulicke,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25JN023DHJW,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,610",gmbdb-12c,aviad,"iMac Intel (27-inch, Late 2012)","iMac13,2",Mac OS X,10.10.5,4,"3,400",D25KF0WEDNMP,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,616",wmd2b-004,kirill,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.11.2,4,"2,000",C02MC1Z1FD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,627",gmbf2-871,zhang,MacPro (Late 2013),"MacPro6,1",Mac OS X,10.10.5,4,"3,700",F5KMF00UF9VM,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,628",wmc03-d28,guowei,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M83B8FD59,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,637",wme70-44a,dkerins,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02M42G0F6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,639",ltkimac,karlsson,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.11.2,4,"3,400",D25GH1BZDHJW,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,658",gmbf8-f11,llincoln,MacPro (Late 2013),"MacPro6,1",Mac OS X,10.11.2,6,"3,500",F5KMF0LPF694,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,663",gm693-6a9,jmann,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.11.2,4,"3,100",D25H212XDHJW,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,666",gm4be-566,agoodale,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25J70WVDHJW,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,671",wmcb8-bdc,mackays,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M80TGFD58,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,696",wm8ac-49c,connolly,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3LQF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,698",wm8a7-6c2,jjenny,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91SKF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,701",wmd2b-72a,veronica,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC1W3FD58,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,704",wm16d-db6,rnehme,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC1VYFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,707",wme6c-edc,mparker,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M42ETF6T6,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,708",wmbf0-022,tamayo,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MJ0E7FD59,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,709",wmf22-034,klarkin,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91RQF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,712",wm8a7-4e2,kfalvey,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91W1F6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,718",wmc5a-0f0,rsealfon,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"2,800",C02MJ1P6FH04,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,720",wmd1a-000,paulmcm,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC1VRFD58,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,725",wmc11-278,meldrim,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M635EFD59,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,727",wmd16-94e,cwatson,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC1VUFD58,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,730",wmd48-119,jlchang,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.9.5,2,"3,000",C02KN13SFFRR,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,731",wme6c-ef6,noh,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M42G7F6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,732",wmd2a-31e,mattheid,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC22GFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,739",wmce6-9fb,scarter,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,600",C02J88RCDKQ5,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,741",wm8a7-90c,mcortes,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02M91VVF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,742",wm080-222,kmartin,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02M352XF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,746",gm1d0-dd8,gli,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25HK0ECDHJW,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,748",wm8af-84c,lmf,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MC3HLF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,749",wm979-ca4,andres,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MD2WXF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,751",wm918-6c8,mjbutts,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD2G7F6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,755",wmd42-0ef,markojov,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.10.5,2,"3,000",C02KP0TXFFRR,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,757",wm8a6-cf4,baliu,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02M91SJF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,759",wmd2a-330,shlee,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MC245FD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,760",gmeae-db1,julirsch,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L31N1F1G3,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,762",wmc05-ec8,cyu,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02M635FFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,766",wmd2a-922,lcosimi,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC244FD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,779",wm8a7-6c4,donaghey,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91SHF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,780",wmc03-bd0,islay,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M83B4FD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,783",gm9a1-b85,scolnick,Mac mini Server (Late 2012),"Macmini6,2",Mac OS X,10.9.5,4,"2,600",C07MM1ZNDY3H,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,786",wmd2a-30e,loranger,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC22HFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,787",wm1b0-c59,sfs,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02KM14GFFT3,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,788",wm8ae-fa8,dwassaf,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3GXF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,789",wmd1c-b2e,avraham,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.4,4,"2,000",C02MC1VTFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,791",wmd1c-ae2,rtewhey,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MC1VSFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,792",wm97b-950,pshoosh,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD2X5F6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,793",wmd1a-c18,amcguire,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28QFD59,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,794",wmce6-9f1,breilly,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,600",C02J88ESDKQ5,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,796",wmd2b-dca,kbergin,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MC1VXFD58,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,797",wm8af-85c,delorey,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MC3HFF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,799",wmb8e-be8,xjin,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2EKFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,804",wm8a6-56a,kslowik,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91VUF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,805",wmf22-776,caroline,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M91PHF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,806",wmb8e-1ee,wharring,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2AYFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,807",wmb8e-33a,flwu,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.3,4,"2,000",C02MF2HCFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,808",WM494-872,nfitz,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT01NFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,809",wmb81-0aa,kpopova,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2F1FD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,810",wmb8f-61a,ylee,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2ERFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,811",wmf2e-abb,lronco,MacBook Air (13-inch Mid 2012),"MacBookAir5,2",Mac OS X,10.9.5,2,"2,000",C02JK1LMDRVG,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,812",wmb8e-348,alvintam,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2EYFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,814",wm8cc-626,defelice,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M3531F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,815",wmd1a-bf8,aaronc,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28NFD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,816",wm97b-552,dgraham,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD2WTF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,817",wmb8e-77a,paulg,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MF2ELFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,819",WME6C-53A,brendan,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M42G1F6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,820",cm9cb-244,dperrin,13-inch MacBook Pro (Mid 2012),"MacBookPro9,2",Mac OS X,10.9.5,2,"2,900",C1MMP10LDV30,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,821",wm64e-45c,tanyat,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L42QKF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,822",wmd1a-b7a,hensonc,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28SFD59,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,824",wmd1c-d98,schreiber,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,300",C02MP182FD58,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,825",wm8af-042,barry,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3H5F6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,826",GM31D-693,jrobinso,15-inch MacBook Pro (2011),"MacBookPro8,2",Mac OS X,10.10.5,4,"2,500",C02HP0MBDV7P,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,827",wm8af-84a,jgold,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3HGF6T6,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,829",wmc15-2ca,bina,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MJ2L3FD58,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,830",bm4df-f12,tsamla,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25G91RZDHJW,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,831",wm8af-04a,kdimitr,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3GZF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,833",gm0f3-ae3,loaner,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.10.5,4,"3,400",D25GH1C0DHJW,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,834",gmc6a-2ec,dconnell,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25ML0R3F8J9,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,835",wm97b-3e6,swohl,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MD2X1F6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,836",wm8af-05a,lfurst,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MC3GYF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,837",wmb8e-182,sferrara,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MF2DFFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,847",wm945-504,jdion,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MD2KTF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,848",wm8af-840,steelman,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3HBF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,849",wmd1a-b9e,gustavo,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28PFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,850",wmc15-2b8,vkaushik,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MJ2KXFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,853",wmb61-541,epstein,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM994F6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,857",wm8af-850,dfarouq,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3HQF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,863",wm8ae-808,alin,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3H3F6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,864",wmb61-547,dbrivera,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM98TF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,868",gmcbc-af8,dsykes,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25MR10MF8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,869",gmcbd-14e,vitti,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25MR10NF8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,870",wm97a-00e,curley,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD2WWF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,875",wmb61-647,lili,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MM995F6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,877",wmca0-d1c,lintner,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MM2AHFD58,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,878",wmc9f-5b2,pnejad,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MM2A6FD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,879",wmd9a-fb8,hwestra,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.10.5,2,"2,600",C02MT599FH01,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,880",wmdc3-120,slowikow,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV5NMFD56,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,881",wmcf7-ae6,cvillani,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28TFD59,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,883",wmca1-fda,alitang,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MM2AQFD58,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,885",wm336-c77,silvanak,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02KF17YFFT3,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,886",wmca1-f2e,emorris,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MM2ANFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,888",wmb60-c7f,vaimberg,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM992F6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,889",wmb61-653,shannon,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM98YF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,890",gm282-2f4,afan,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25JN021DHJW,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,892",wmc45-fb1,moran,MacBook Air (11-inch Mid 2013),"MacBookAir6,1",Mac OS X,10.10.5,2,"1,700",C02MW193F5YW,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,893",wmd1a-b9a,handsake,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28VFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,894",wmd1a-ba8,nhughes,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MC28MFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,896",gmd0b-ae2,bwb,iMac Intel (Late 2009),"iMac11,1",Mac OS X,10.10.5,4,"2,660",W894807V5RU,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,897",wmb6c-5c7,leah,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WQF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,902",gm56e-731,szhang,15-inch MacBook Pro (2011),"MacBookPro8,2",Mac OS X,10.9.5,4,"2,000",C02G31H2DF8Y,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,903",wm194-7bf,dlahr,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,600",C02HX6UFDKQ5,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,905",wmb64-b7d,atracy,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WTF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,906",wmca1-f34,kcarey,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MM2A5FD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,908",cm3d9-703,jmann,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.10.5,4,"3,400",D25GH1C5DHJW,1/11/16 10:13,ITAM - Casper Computer
