name,assigned_to,u_casper_id,u_casper_id,manufacturer,serial_number,u_serial_number,location,u_mac_address,u_filemaker_id,sys_updated_on,disk_space
wm03c-15a,,3050,"3,050",Apple,C02N64QRG084,C02N64QRG084,,,280880,1/11/16 10:14,
cm59f-0fa,,3051,"3,051",Apple,QP1080ZTDNR,QP1080ZTDNR,,,280896,1/11/16 10:14,
wmdce-906,,3052,"3,052",Apple,C02MV0JQFT4P,C02MV0JQFT4P,,,280474,1/11/16 10:14,
wmdcc-91a,,3053,"3,053",Apple,C02MV0R4FT4P,C02MV0R4FT4P,,,280888,1/11/16 10:14,
wme6c-d12,,3054,"3,054",Apple,C02M42FRF6T6,C02M42FRF6T6,,,281162,1/11/16 10:14,
wm30f-3dd,,3055,"3,055",Apple,C02M635GFD59,C02M635GFD59,,,281170,1/11/16 10:14,
wm1b9-52e,,3057,"3,057",Apple,C02N82SCG3QC,C02N82SCG3QC,,,281154,1/11/16 10:14,
wme09-b77,,3058,"3,058",Apple,C02LH0Q4FFRR,C02LH0Q4FFRR,,,281194,1/11/16 10:14,
wm10e-63c,,3059,"3,059",Apple,C02N6BY9G3QC,C02N6BY9G3QC,,,281186,1/11/16 10:14,
gm314-204,,3060,"3,060",Apple,G89070G4XYL,G89070G4XYL,,,281202,1/11/16 10:15,
wme2f-196,,3063,"3,063",Apple,C02N203MFH05,C02N203MFH05,,,280978,1/11/16 10:14,
wmd53-fa7,,3064,"3,064",Apple,C02JJ0V2DKQ5,C02JJ0V2DKQ5,,,281076,1/11/16 10:14,
wmdcd-062,,3067,"3,067",Apple,C02MV0CYFT4P,C02MV0CYFT4P,,,281210,1/11/16 10:15,
wma99-67a,,3068,"3,068",Apple,C02M22SGFD58,C02M22SGFD58,,,281090,1/11/16 10:14,
wme18-efe,,3072,"3,072",Apple,C02MX1J8FD59,C02MX1J8FD59,,,281138,1/11/16 10:14,
wme18-ed2,,3073,"3,073",Apple,C02MX1J6FD59,C02MX1J6FD59,,,281098,1/11/16 10:14,
gmc8e-2c4,,3074,"3,074",Apple,D25ND06WF8J9,D25ND06WF8J9,,,274456,1/11/16 10:03,
rmc8b-4a8,,3075,"3,075",Apple,D25ND06XF8J9,D25ND06XF8J9,,,281178,1/11/16 10:14,
wme18-330,,3076,"3,076",Apple,C02MX1JFFD59,C02MX1JFFD59,,,276094,1/11/16 10:06,
wme18-1e6,,3077,"3,077",Apple,C02MX1JGFD59,C02MX1JGFD59,,,281218,1/11/16 10:15,
cmc8b-c38,,3078,"3,078",Apple,D25NC0RFF8J9,D25NC0RFF8J9,,,281122,1/11/16 10:14,
wme13-ba1,,3080,"3,080",Apple,C02JW20UDKQ5,C02JW20UDKQ5,,,281266,1/11/16 10:16,
wmc07-005,,3081,"3,081",Apple,C02MV81TF6T6,C02MV81TF6T6,,,281272,1/11/16 10:16,
wme18-1e4,,3082,"3,082",Apple,C02MX1JEFD59,C02MX1JEFD59,,,280776,1/11/16 10:14,
wm8af-83f,,3084,"3,084",Apple,C02MC3HEF6T6,C02MC3HEF6T6,,,281280,1/11/16 10:16,
wme19-09e,,3089,"3,089",Apple,C02MX1J7FD59,C02MX1J7FD59,,,281288,1/11/16 10:15,
wm1be-486,,3100,"3,100",Apple,C02N82SMG3QC,C02N82SMG3QC,,,280938,1/11/16 10:14,
wmc04-e85,,3102,"3,102",Apple,C02MV825F6T6,C02MV825F6T6,,,281320,1/11/16 10:16,
wme18-f78,,3103,"3,103",Apple,C02MX1J5FD59,C02MX1J5FD59,,,281020,1/11/16 10:14,
wm1be-472,,3109,"3,109",Apple,C02N82S9G3QC,C02N82S9G3QC,,,280922,1/11/16 10:14,
wmdae-b45,,3112,"3,112",Apple,C02N25LRG5RP,C02N25LRG5RP,,,280930,1/11/16 10:14,
gmcb0-590,,3123,"3,123",Apple,D25NJ054F8J9,D25NJ054F8J9,,,281060,1/11/16 10:14,
wmc04-ded,,3126,"3,126",Apple,C02MV823F6T6,C02MV823F6T6,,,281052,1/11/16 10:14,
gmc9e-472,,3128,"3,128",Apple,D25NJ09YF8J9,D25NJ09YF8J9,,,281352,1/11/16 10:16,
wmc35-9da,,3129,"3,129",Apple,C02MJ2L5FD58,C02MJ2L5FD58,,,281360,1/11/16 10:15,
wm89b-9c6,,3130,"3,130",Apple,C02ND8JKG3QC,C02ND8JKG3QC,,,281344,1/11/16 10:15,
cmc9c-aef,,3132,"3,132",Apple,D25NH0U3F8J9,D25NH0U3F8J9,,,281068,1/11/16 10:14,
wm1b6-63c,,3133,"3,133",Apple,C02N82DZG3QC,C02N82DZG3QC,,,281408,1/11/16 10:15,
wm1bd-a66,,3134,"3,134",Apple,C02N81JEG3QC,C02N81JEG3QC,,,281438,1/11/16 10:15,
wma13-75e,,3136,"3,136",Apple,C02NK0S9G3QT,C02NK0S9G3QT,,,281242,1/11/16 10:15,
wm18b-d74,,3138,"3,138",Apple,C02N70M8G3QP,C02N70M8G3QP,,,281416,1/11/16 10:15,
wm8af-318,,3141,"3,141",Apple,C02NDA32G3QC,C02NDA32G3QC,,,281446,1/11/16 10:15,
cmcdc-864,,3142,"3,142",Apple,D25NL0DSF8J9,D25NL0DSF8J9,,,281082,1/11/16 10:14,
wmf6b-475,,3145,"3,145",Apple,C02J91CFDRV9,C02J91CFDRV9,,,281432,1/11/16 10:15,
wm490-27c,,3147,"3,147",Apple,C02LT02CFD58,C02LT02CFD58,,,278800,1/11/16 10:11,
wmca1-fd0,,3148,"3,148",Apple,C02MM29CFD58,C02MM29CFD58,,,281608,1/11/16 10:15,
gmce1-748,,3149,"3,149",Apple,D25NL0DFF8J9,D25NL0DFF8J9,,,274876,1/11/16 10:04,
wm28b-366,,3150,"3,150",Apple,C02NDA99G3QC,C02NDA99G3QC,,,274886,1/11/16 10:04,
wm163-d28,,3151,"3,151",Apple,C02L88CWF6T6,C02L88CWF6T6,,,281526,1/11/16 10:16,
wm89a-d76,,3153,"3,153",Apple,C02NDACBG3QC,C02NDACBG3QC,,,278918,1/11/16 10:11,
wm188-830,,3154,"3,154",Apple,C02N70M3G3QP,C02N70M3G3QP,,,278902,1/11/16 10:11,
wmdae-b63,,3156,"3,156",Apple,C02N25LGG5RP,C02N25LGG5RP,,,275998,1/11/16 10:06,
wmad9-07c,,3158,"3,158",Apple,C02NM1Z7G3QT,C02NM1Z7G3QT,,,281454,1/11/16 10:15,
wm24c-faa,,3159,"3,159",Apple,C02ND61HG3QC,C02ND61HG3QC,,,278538,1/11/16 10:11,
wm1fe-61a,,3160,"3,160",Apple,C02LD6GTF6T6,C02LD6GTF6T6,,,281250,1/11/16 10:16,
wm0e2-1e8,,3162,"3,162",Apple,C02N77ZSG5RP,C02N77ZSG5RP,,,281258,1/11/16 10:16,
wm92d-45e,,3163,"3,163",Apple,C02NFE75G3QC,C02NFE75G3QC,,,278508,1/11/16 10:11,
wmdab-ec9,,3164,"3,164",Apple,C02N265XG5RP,C02N265XG5RP,,,281510,1/11/16 10:16,
wmdad-cd7,,3165,"3,165",Apple,C02N25LQG5RP,C02N25LQG5RP,,,279704,1/11/16 10:13,
cmce2-0da,,3166,"3,166",Apple,D25NL0B1F8J9,D25NL0B1F8J9,,,275234,1/11/16 10:04,
wm8b5-92c,,3168,"3,168",Apple,C02NFE5PG3QC,C02NFE5PG3QC,,,280198,1/11/16 10:14,
lmc06-c63,,3169,"3,169",Apple,C02MV81XF6T6,C02MV81XF6T6,,,275242,1/11/16 10:04,
wm0e1-67a,,3172,"3,172",Apple,C02N7800G5RP,C02N7800G5RP,,,280246,1/11/16 10:14,
wmc2b-f46,,3174,"3,174",Apple,C02NQ603G5RP,C02NQ603G5RP,,,281234,1/11/16 10:16,
wm0e1-418,,3177,"3,177",Apple,C02N77ZZG5RP,C02N77ZZG5RP,,,281296,1/11/16 10:16,
wm0e2-15e,,3179,"3,179",Apple,C02N780AG5RP,C02N780AG5RP,,,280238,1/11/16 10:14,
wm18b-c84,,3181,"3,181",Apple,C02N70MAG3QP,C02N70MAG3QP,,,281312,1/11/16 10:15,
wmaa1-874,,3182,"3,182",Apple,C02LQ32AF6T6,C02LQ32AF6T6,,,281558,1/11/16 10:16,
wma83-fc2,,3183,"3,183",Apple,C02NR1FYG3QT,C02NR1FYG3QT,,,281226,1/11/16 10:15,
wmb8f-60a,,3184,"3,184",Apple,C02NQ1Q1G3QT,C02NQ1Q1G3QT,,,278910,1/11/16 10:11,
wm93b-ad8,,3185,"3,185",Apple,C02NFE5QG3QC,C02NFE5QG3QC,,,275742,1/11/16 10:05,
wm8b4-e86,,3186,"3,186",Apple,C02NFE57G3QC,C02NFE57G3QC,,,281304,1/11/16 10:15,
wmce6-12f,,3187,"3,187",Apple,C02J88ELDKQ5,C02J88ELDKQ5,,,277870,1/11/16 10:12,
wm18b-f5e,,3189,"3,189",Apple,C02N70MCG3QP,C02N70MCG3QP,,,274922,1/11/16 10:04,
wm18b-c78,,3190,"3,190",Apple,C02N70M9G3QP,C02N70M9G3QP,,,275200,1/11/16 10:04,
wm929-6c6,,3191,"3,191",Apple,C02NFE2XG3QC,C02NFE2XG3QC,,,275750,1/11/16 10:05,
wm0e3-5e8,,3193,"3,193",Apple,C02N7802G5RP,C02N7802G5RP,,,280254,1/11/16 10:14,
wm0e3-5f2,,3194,"3,194",Apple,C02N77ZXG5RP,C02N77ZXG5RP,,,276038,1/11/16 10:06,
wm1df-02a,,3195,"3,195",Apple,C02NF5KGG5RP,C02NF5KGG5RP,,,279212,1/11/16 10:12,
wm480-2d9,,3196,"3,196",Apple,C02J70G7DKQ5,C02J70G7DKQ5,,,274690,1/11/16 10:03,
CMCF7-505,,3197,"3,197",Apple,D25NN0DJF8J9,D25NN0DJF8J9,,,277946,1/11/16 10:12,
wm0e3-61a,,3198,"3,198",Apple,C02N77ZYG5RP,C02N77ZYG5RP,,,281130,1/11/16 10:14,
wm0e2-cee,,3199,"3,199",Apple,C02N7805G5RP,C02N7805G5RP,,,274914,1/11/16 10:04,
wma39-27e,,3203,"3,203",Apple,C02NK88XG3QC,C02NK88XG3QC,,,279220,1/11/16 10:11,
wm278-246,,3204,"3,204",Apple,C02ND9Y9G3QC,C02ND9Y9G3QC,,,277336,1/11/16 10:12,
wm1df-6ba,,3206,"3,206",Apple,C02NF5KSG5RP,C02NF5KSG5RP,,,278050,1/11/16 10:12,
wmb70-89a,,3208,"3,208",Apple,C02NT2ZZG3QP,C02NT2ZZG3QP,,,276648,1/11/16 10:06,
ltkmba,,3209,"3,209",Apple,C02NW0CSG5RL,C02NW0CSG5RL,,,277360,1/11/16 10:12,
wmc07-23a,,3210,"3,210",Apple,C02M83B6FD59,C02M83B6FD59,,,281600,1/11/16 10:15,
wmdaf-281,,3211,"3,211",Apple,C02N25LLG5RP,C02N25LLG5RP,,,276990,1/11/16 10:07,
wme6c-ee8,,3212,"3,212",Apple,C02M42G3F6T6,C02M42G3F6T6,,,278072,1/11/16 10:12,
wm8fd-dbe,,3213,"3,213",Apple,C02NFE3QG3QC,C02NFE3QG3QC,,,274946,1/11/16 10:04,
wm90f-b9c,,3214,"3,214",Apple,C02LV2FCF6T6,C02LV2FCF6T6,,,278648,1/11/16 10:12,
wm1e0-fea,,3218,"3,218",Apple,C02NF5KHG5RP,C02NF5KHG5RP,,,281424,1/11/16 10:15,
wma39-266,,3221,"3,221",Apple,C02NK89FG3QC,C02NK89FG3QC,,,275308,1/11/16 10:04,
wm1df-a82,,3222,"3,222",Apple,C02NF5KRG5RP,C02NF5KRG5RP,,,276536,1/11/16 10:06,
wme81-c47,,3223,"3,223",Apple,C02J30T5DRVG,C02J30T5DRVG,,,276284,1/11/16 10:06,
wm8b6-23c,,3224,"3,224",Apple,C02NFE6YG3QC,C02NFE6YG3QC,,,279890,1/11/16 10:13,
wm1e1-0f6,,3225,"3,225",Apple,C02NF5KMG5RP,C02NF5KMG5RP,,,276458,1/11/16 10:06,
wm0e1-d7e,,3226,"3,226",Apple,C02N780CG5RP,C02N780CG5RP,,,281494,1/11/16 10:16,
wm0e1-d78,,3227,"3,227",Apple,C02N7808G5RP,C02N7808G5RP,,,276830,1/11/16 10:07,
wm5ca-c28,,3228,"3,228",Apple,C02L23XNF6T6,C02L23XNF6T6,,,275274,1/11/16 10:04,
wma39-248,,3229,"3,229",Apple,C02NK897G3QC,C02NK897G3QC,,,275282,1/11/16 10:04,
wm18b-d34,,3230,"3,230",Apple,C02N70MDG3QP,C02N70MDG3QP,,,281478,1/11/16 10:15,
wm188-84e,,3231,"3,231",Apple,C02N70M4G3QP,C02N70M4G3QP,,,275086,1/11/16 10:04,
gmcf7-545,,3232,"3,232",Apple,D25NN0DCF8J9,D25NN0DCF8J9,,,278524,1/11/16 10:12,
gmcf4-1e0,,3233,"3,233",Apple,D25NN0B9F8J9,D25NN0B9F8J9,,,280962,1/11/16 10:14,
rmcf3-fd9,,3234,"3,234",Apple,D25NN0B6F8J9,D25NN0B6F8J9,,,281486,1/11/16 10:16,
ltk,,3236,"3,236",Apple,C02P22M2FY14,C02P22M2FY14,,,280756,1/11/16 10:14,
wmc97-cfe,,3237,"3,237",Apple,C02NX0PCG3QT,C02NX0PCG3QT,,,278784,1/11/16 10:11,
wmc1b-fa8,,3238,"3,238",Apple,C02NW1LAG3QT,C02NW1LAG3QT,,,279994,1/11/16 10:13,
gm0bf-7e3,,3239,"3,239",Apple,C02P20JBFY14,C02P20JBFY14,,,275290,1/11/16 10:04,
wm1e1-236,,3240,"3,240",Apple,C02NF5KEG5RP,C02NF5KEG5RP,,,280970,1/11/16 10:14,
wmc03-a52,,3241,"3,241",Apple,C02NW0V8G3QT,C02NW0V8G3QT,,,275300,1/11/16 10:04,
wmb39-2f8,,3242,"3,242",Apple,C02NT1KJG3QT,C02NT1KJG3QT,,,274682,1/11/16 10:03,
wm1df-6b6,,3243,"3,243",Apple,C02NF5KPG5RP,C02NF5KPG5RP,,,280002,1/11/16 10:13,
gm0a7-3b6,,3246,"3,246",Apple,D25NX06TF8J9,D25NX06TF8J9,,,280090,1/11/16 10:13,
wmd2b-da4,,3247,"3,247",Apple,C02P22U4G3QT,C02P22U4G3QT,,,281106,1/11/16 10:14,
wm147-8a7,,3249,"3,249",Apple,C02KC1PBFFT3,C02KC1PBFFT3,,,276688,1/11/16 10:06,
wmc3b-004,,3250,"3,250",Apple,C02P22U5G3QT,C02P22U5G3QT,,,276694,1/11/16 10:06,
wma37-cce,,3252,"3,252",Apple,C02NK9HBG3QC,C02NK9HBG3QC,,,276482,1/11/16 10:06,
gm0a7-289,,3253,"3,253",Apple,D25NX06EF8J9,D25NX06EF8J9,,,274558,1/11/16 10:03,
wm425-b59,,3254,"3,254",Apple,C02J32QCDKQ5,C02J32QCDKQ5,,,274566,1/11/16 10:03,
wm1e1-952,,3255,"3,255",Apple,C02NF5KQG5RP,C02NF5KQG5RP,,,280914,1/11/16 10:14,
wma37-ffe,,3256,"3,256",Apple,C02NK88LG3QC,C02NK88LG3QC,,,281624,1/11/16 10:15,
gm0a7-169,,3257,"3,257",Apple,D25NX06QF8J9,D25NX06QF8J9,,,279380,1/11/16 10:12,
wma36-504,,3258,"3,258",Apple,C02NK7U2G3QC,C02NK7U2G3QC,,,277930,1/11/16 10:11,
wma2d-804,,3260,"3,260",Apple,C02NK7V5G3QC,C02NK7V5G3QC,,,274574,1/11/16 10:03,
wmba9-f44,,3262,"3,262",Apple,C02NP6GPG3QC,C02NP6GPG3QC,,,280082,1/11/16 10:13,
wm1b7-4d4,,3263,"3,263",Apple,C02N80BEG3QC,C02N80BEG3QC,,,276014,1/11/16 10:06,
wmba6-644,,3264,"3,264",Apple,C02NP6J2G3QC,C02NP6J2G3QC,,,279470,1/11/16 10:12,
wm1e1-0fe,,3265,"3,265",Apple,C02NF5KTG5RP,C02NF5KTG5RP,,,275940,1/11/16 10:06,
wm1df-5a4,,3266,"3,266",Apple,C02NF5KJG5RP,C02NF5KJG5RP,,,280906,1/11/16 10:14,
wm9cc-892,,3267,"3,267",Apple,C02NJ1SGG3QP,C02NJ1SGG3QP,,,277490,1/11/16 10:11,
wmc83-7b4,,3270,"3,270",Apple,C02P42YBG3QT,C02P42YBG3QT,,,276710,1/11/16 10:06,
wm8b0-212,,3271,"3,271",Apple,C02NF01EG3QC,C02NF01EG3QC,,,278236,1/11/16 10:11,
wm707-e06,,3272,"3,272",Apple,C02P5057G5RL,C02P5057G5RL,,,276238,1/11/16 10:06,
wmba8-98c,,3273,"3,273",Apple,C02NP6H7G3QC,C02NP6H7G3QC,,,278244,1/11/16 10:12,
wm9cc-86a,,3274,"3,274",Apple,C02NJ1SHG3QP,C02NJ1SHG3QP,,,278940,1/11/16 10:11,
wm0e2-cf2,,3276,"3,276",Apple,C02N7803G5RP,C02N7803G5RP,,,275214,1/11/16 10:04,
wm9cb-950,,3277,"3,277",Apple,C02NJ1SPG3QP,C02NJ1SPG3QP,,,275728,1/11/16 10:05,
wmba8-8f2,,3278,"3,278",Apple,C02NP6JRG3QC,C02NP6JRG3QC,,,279648,1/11/16 10:13,
wmbf9-37a,,3280,"3,280",Apple,C02NQ12RG5RP,C02NQ12RG5RP,,,279316,1/11/16 10:12,
wmba6-6e0,,3281,"3,281",Apple,C02NP6HHG3QC,C02NP6HHG3QC,,,279268,1/11/16 10:11,
wmba8-966,,3282,"3,282",Apple,C02NP6HUG3QC,C02NP6HUG3QC,,,276006,1/11/16 10:06,
wm9cc-89c,,3283,"3,283",Apple,C02NJ1SJG3QP,C02NJ1SJG3QP,,,275054,1/11/16 10:04,
wmba8-9be,,3284,"3,284",Apple,C02NP6HRG3QC,C02NP6HRG3QC,,,274962,1/11/16 10:04,
wmb6f-b14,,3285,"3,285",Apple,C02NV1D0G3QT,C02NV1D0G3QT,,,276672,1/11/16 10:06,
wmbaa-016,,3286,"3,286",Apple,C02NP6H1G3QC,C02NP6H1G3QC,,,276246,1/11/16 10:06,
wmbf9-378,,3287,"3,287",Apple,C02NQ12KG5RP,C02NQ12KG5RP,,,276230,1/11/16 10:06,
wm910-d9c,,3288,"3,288",Apple,C02LV2FHF6T6,C02LV2FHF6T6,,,278816,1/11/16 10:12,
gm1d6-001,,3289,"3,289",Apple,D25P61L4FY14,D25P61L4FY14,,,278546,1/11/16 10:12,
wmbe8-22e,,3290,"3,290",Apple,C02NQ19JG5RP,C02NQ19JG5RP,,,276196,1/11/16 10:06,
wmc21-340,,3291,"3,291",Apple,C02NQ12TG5RP,C02NQ12TG5RP,,,281470,1/11/16 10:16,
gm2ea-19a,,3293,"3,293",Apple,D25P5057F8J9,D25P5057F8J9,,,281534,1/11/16 10:16,
wmc79-b70,,3295,"3,295",Apple,C02P50TPG3QT,C02P50TPG3QT,,,279656,1/11/16 10:13,
wmbf8-9cc,,3296,"3,296",Apple,C02NQ131G5RP,C02NQ131G5RP,,,276474,1/11/16 10:06,
wmc00-95e,,3297,"3,297",Apple,C02NX41WG3QC,C02NX41WG3QC,,,275640,1/11/16 10:05,
wmbf7-366,,3298,"3,298",Apple,C02NQ12NG5RP,C02NQ12NG5RP,,,281542,1/11/16 10:16,
wmc79-6ac,,3300,"3,300",Apple,C02NX445G3QC,C02NX445G3QC,,,281462,1/11/16 10:15,
wmbe8-2b0,,3301,"3,301",Apple,C02NQ19KG5RP,C02NQ19KG5RP,,,277148,1/11/16 10:12,
wm1de-f0c,,3303,"3,303",Apple,C02NF5KLG5RP,C02NF5KLG5RP,,,276466,1/11/16 10:06,
wmdae-c8b,,3304,"3,304",Apple,C02N25LJG5RP,C02N25LJG5RP,,,281566,1/11/16 10:15,
wm9cb-952,,3305,"3,305",Apple,C02NJ1SKG3QP,C02NJ1SKG3QP,,,281146,1/11/16 10:14,
wmc01-21b,,3307,"3,307",Apple,C02MV826F6T6,C02MV826F6T6,,,277140,1/11/16 10:12,
Mesirov Home,,3308,"3,308",Apple,D25P505VF8J9,D25P505VF8J9,,,276220,1/11/16 10:06,
wme6c-eec,,3309,"3,309",Apple,C02M42G2F6T6,C02M42G2F6T6,,,281328,1/11/16 10:16,
wm1b9-540,,3310,"3,310",Apple,C02N82TDG3QC,C02N82TDG3QC,,,279978,1/11/16 10:13,
wmc1a-e8c,,3311,"3,311",Apple,C02NW0N2G3QP,C02NW0N2G3QP,,,276442,1/11/16 10:06,
wm7ff-b7a,,3313,"3,313",Apple,C02P94N2G5RP,C02P94N2G5RP,,,279428,1/11/16 10:12,
wmc79-af8,,3314,"3,314",Apple,C02P50TRG3QT,C02P50TRG3QT,,,276624,1/11/16 10:06,
wma32-e84,,3315,"3,315",Apple,C02NK7T4G3QC,C02NK7T4G3QC,,,281550,1/11/16 10:15,
gm2ea-1e3,,3316,"3,316",Apple,D25P503KF8J9,D25P503KF8J9,,,277280,1/11/16 10:12,
wmbe7-b7a,,3317,"3,317",Apple,C02NQ19EG5RP,C02NQ19EG5RP,,,278284,1/11/16 10:12,
gm103-226,,3318,"3,318",Apple,C02J21TEF1G4,C02J21TEF1G4,,,278516,1/11/16 10:12,
wmbf8-0d8,,3319,"3,319",Apple,C02NQ130G5RP,C02NQ130G5RP,,,279552,1/11/16 10:12,
wmc79-6be,,3321,"3,321",Apple,C02NX43SG3QC,C02NX43SG3QC,,,274614,1/11/16 10:03,
wmc22-0f4,,3322,"3,322",Apple,C02NQ12QG5RP,C02NQ12QG5RP,,,276884,1/11/16 10:07,
wmbf7-4c2,,3323,"3,323",Apple,C02NQ12ZG5RP,C02NQ12ZG5RP,,,275434,1/11/16 10:05,
wmc7a-c58,,3324,"3,324",Apple,C02NX41HG3QC,C02NX41HG3QC,,,275062,1/11/16 10:04,
wmbaa-020,,3325,"3,325",Apple,C02NP6H2G3QC,C02NP6H2G3QC,,,280986,1/11/16 10:14,
wmbf8-764,,3327,"3,327",Apple,C02NQ12WG5RP,C02NQ12WG5RP,,,275802,1/11/16 10:05,
wm9cb-95e,,3328,"3,328",Apple,C02NJ1SNG3QP,C02NJ1SNG3QP,,,278948,1/11/16 10:11,
gm350-d09,,3329,"3,329",Apple,D25PD051F8J9,D25PD051F8J9,,,277430,1/11/16 10:12,
wmc07-f52,,3330,"3,330",Apple,C02NW0N5G3QP,C02NW0N5G3QP,,,281502,1/11/16 10:15,
wmc75-8f0,,3331,"3,331",Apple,C02NX44FG3QC,C02NX44FG3QC,,,278792,1/11/16 10:11,
wmc9a-c1e,,3338,"3,338",Apple,C02P637DG3QC,C02P637DG3QC,,,278616,1/11/16 10:11,
wm979-c8c,,3339,"3,339",Apple,C02MD2WUF6T6,C02MD2WUF6T6,,,281336,1/11/16 10:15,
wmc07-ed2,,3340,"3,340",Apple,C02NW0N4G3QP,C02NW0N4G3QP,,,277528,1/11/16 10:11,
wmce6-9ef,,3342,"3,342",Apple,C02J88ERDKQ5,C02J88ERDKQ5,,,278292,1/11/16 10:12,
wmc0a-3f9,,3343,"3,343",Apple,C02PF2K8FVH8,C02PF2K8FVH8,,,274622,1/11/16 10:03,
wmc75-e86,,3344,"3,344",Apple,C02NX40ZG3QC,C02NX40ZG3QC,,,274762,1/11/16 10:03,
wmc06-24e,,3345,"3,345",Apple,C02NW0RBG3QP,C02NW0RBG3QP,,,281574,1/11/16 10:15,
wmc58-348,,3346,"3,346",Apple,C02NX44LG3QC,C02NX44LG3QC,,,274666,1/11/16 10:03,
wmc3d-736,,3347,"3,347",Apple,C02P58ETG3QC,C02P58ETG3QC,,,276070,1/11/16 10:06,
wmba7-714,,3349,"3,349",Apple,C02NP6MTG3QC,C02NP6MTG3QC,,,276188,1/11/16 10:06,
wmdae-b5d,,3350,"3,350",Apple,C02N25LTG5RP,C02N25LTG5RP,,,276324,1/11/16 10:06,
wmc08-1b4,,3351,"3,351",Apple,C02NW0RAG3QP,C02NW0RAG3QP,,,277454,1/11/16 10:11,
wmd17-46e,,3352,"3,352",Apple,C02P90MXG3QP,C02P90MXG3QP,,,281036,1/11/16 10:14,
wmd17-452,,3353,"3,353",Apple,C02P90HPG3QP,C02P90HPG3QP,,,281044,1/11/16 10:14,
wmc4a-67a,,3354,"3,354",Apple,C02P58W2G3QC,C02P58W2G3QC,,,276982,1/11/16 10:07,
wmbf7-4ba,,3355,"3,355",Apple,C02NQ12PG5RP,C02NQ12PG5RP,,,277006,1/11/16 10:07,
wmc93-ed0,,3357,"3,357",Apple,C02P58D4G3QC,C02P58D4G3QC,,,274440,1/11/16 10:03,
wmd16-ca8,,3359,"3,359",Apple,C02P90HGG3QP,C02P90HGG3QP,,,277704,1/11/16 10:11,
wmbb3-7c9,,3360,"3,360",Apple,C02PD3NZFVH8,C02PD3NZFVH8,,,278300,1/11/16 10:12,
wmd16-cbe,,3362,"3,362",Apple,C02P90HLG3QP,C02P90HLG3QP,,,274364,1/11/16 10:03,
wmc9d-5dc,,3363,"3,363",Apple,C02P63E6G3QC,C02P63E6G3QC,,,277590,1/11/16 10:12,
wmc96-df4,,3364,"3,364",Apple,C02P58CLG3QC,C02P58CLG3QC,,,274954,1/11/16 10:04,
wm634-322,,3365,"3,365",Apple,C02P32SRG5RP,C02P32SRG5RP,,,277676,1/11/16 10:12,
wmc96-342,,3366,"3,366",Apple,C02P590JG3QC,C02P590JG3QC,,,275704,1/11/16 10:05,
wmbe0-f2f,,3367,"3,367",Apple,C02PG4Y5FVH8,C02PG4Y5FVH8,,,277984,1/11/16 10:12,
wm688-bb2,,3368,"3,368",Apple,C02P32SZG5RP,C02P32SZG5RP,,,275378,1/11/16 10:04,
wmc49-16a,,3370,"3,370",Apple,C02P31VRG3QT,C02P31VRG3QT,,,274606,1/11/16 10:03,
wmc9c-814,,3371,"3,371",Apple,C02P63DXG3QC,C02P63DXG3QC,,,277014,1/11/16 10:07,
wmd17-450,,3372,"3,372",Apple,C02P90HUG3QP,C02P90HUG3QP,,,281518,1/11/16 10:15,
wmc9c-3ba,,3374,"3,374",Apple,C02P6375G3QC,C02P6375G3QC,,,278130,1/11/16 10:11,
wmcc4-1ed,,3377,"3,377",Apple,C02PH3ZKFVH8,C02PH3ZKFVH8,,,279768,1/11/16 10:13,
wmd16-c9e,,3378,"3,378",Apple,C02P90HMG3QP,C02P90HMG3QP,,,276844,1/11/16 10:07,
wmc9c-776,,3380,"3,380",Apple,C02P63F1G3QC,C02P63F1G3QC,,,281028,1/11/16 10:14,
wm689-a18,,3382,"3,382",Apple,C02P32SHG5RP,C02P32SHG5RP,,,278372,1/11/16 10:12,
wmb7b-8d6,,3383,"3,383",Apple,C02NV83FG3QD,C02NV83FG3QD,,,278034,1/11/16 10:11,
gmc90-479,,3384,"3,384",Apple,C02KM1B8F1G3,C02KM1B8F1G3,,,280570,1/11/16 10:14,
gm281-796,,3385,"3,385",Apple,D25JN028DHJW,D25JN028DHJW,,,279404,1/11/16 10:12,
gmdba-ea5,,3389,"3,389",Apple,C02KV0G4F1G3,C02KV0G4F1G3,,,274906,1/11/16 10:04,
GM22D-D11,,3390,"3,390",Apple,D25PD02WF8J9,D25PD02WF8J9,,,280578,1/11/16 10:14,
wm85a-13e,,3391,"3,391",Apple,C1MPD4H3G944,C1MPD4H3G944,,,276966,1/11/16 10:07,
WMD08-8D0,,3392,"3,392",Apple,C02P92NSG3QC,C02P92NSG3QC,,,279760,1/11/16 10:13,
wmd56-e9f,,3393,"3,393",Apple,C02PK63AFVH8,C02PK63AFVH8,,,280626,1/11/16 10:14,
wmbe7-b78,,3395,"3,395",Apple,C02NQ19HG5RP,C02NQ19HG5RP,,,276950,1/11/16 10:07,
WMDC8-C46,,3396,"3,396",Apple,C02MV0QKFT4P,C02MV0QKFT4P,,,274746,1/11/16 10:03,
wm1b0-8ab,,3397,"3,397",Apple,C02KM12TFFT3,C02KM12TFFT3,,,275872,1/11/16 10:05,
